npn,municipio,direccion,ficha
050790100001200150007000000000,BARBOSA,CL 5 N 18A 27,35884
050790100001200150007000000000,BARBOSA,CL 5 N 18A 27,35884
050790100001200150007000000000,BARBOSA,CL 5 N 18A 27,35884
050790100001200150007000000000,BARBOSA,CL 5 N 18A 27,35884
050790100001200150007000000000,BARBOSA,CL 5 N 18A 27,35884
050790100001200150009000000000,BARBOSA,CL 5 N 18A-03,145611
050790100001200150009000000000,BARBOSA,CL 5 N 18A-03,145611
050790100001200150010000000000,BARBOSA,CL 4 N 18A 02,145619
050790100001200150010000000000,BARBOSA,CL 4 N 18A 02,145619
050880100080300570030901010057,BELLO,DG 62 N 40B-15 PA 15 TO 1 SO,3318118
050790100001200150010000000000,BARBOSA,CL 4 N 18A 02,145619
050790100001200150010000000000,BARBOSA,CL 4 N 18A 02,145619
050790100001200150011000000000,BARBOSA,CL 4A N 18A 08,145621
050790100001200150013000000000,BARBOSA,CL 4AN 18A-20,145625
050790100001200150013000000000,BARBOSA,CL 4AN 18A-20,145625
050790100001200150013000000000,BARBOSA,CL 4AN 18A-20,145625
050790100001200150014000000000,BARBOSA,CL 4AN 18A -26,145627
050790100001200150014000000000,BARBOSA,CL 4AN 18A -26,145627
050790100001200150014000000000,BARBOSA,CL 4AN 18A -26,145627
050790100001200150014000000000,BARBOSA,CL 4AN 18A -26,145627
050790100001200150014000000000,BARBOSA,CL 4AN 18A -26,145627
050790100001200150015000000000,BARBOSA,CL 5 N 18A 15,145633
050790100001200150015000000000,BARBOSA,CL 5 N 18A 15,145633
050790100001200150015000000000,BARBOSA,CL 5 N 18A 15,145633
050790100001200150015000000000,BARBOSA,CL 5 N 18A 15,145633
050790100001200150015000000000,BARBOSA,CL 5 N 18A 15,145633
050790100001200150015000000000,BARBOSA,CL 5 N 18A 15,145633
050790100001200150015000000000,BARBOSA,CL 5 N 18A 15,145633
050790100001200150016000000000,BARBOSA,CL 5 N 18A 09,145634
050790100001200150016000000000,BARBOSA,CL 5 N 18A 09,145634
050790100001300010001000000000,BARBOSA,CR 18 N 7A-33,3003549
050790100001300010002000000000,BARBOSA,CR 18 N 7A-27,3003550
050880100080300600001000000000,BELLO,CR ZN RETIRO QUEBRADA LA GARCIA,3327748
050790100001300010002000000000,BARBOSA,CR 18 N 7A-27,3003550
050790100001300010006000000000,BARBOSA,CR 18 N 7A-3/5 A 301,3003556
050790100001300010006000000000,BARBOSA,CR 18 N 7A-3/5 A 301,3003556
050790100001300010008901010001,BARBOSA,KR 18A N 7A 8 A 101,73614
050790100001300010011000000000,BARBOSA,CR 18A N 7A-26,3003561
050790100001300010011000000000,BARBOSA,CR 18A N 7A-26,3003561
050790100001300010012000000000,BARBOSA,CR 18A N 7A-32 LT,3003562
050790100001300020003000000000,BARBOSA,CL 7 N 18A-16,3003566
050790100001300020005000000000,BARBOSA,CL 7 N 18A-28/26,3003568
050790100001300020005000000000,BARBOSA,CL 7 N 18A-28/26,3003568
050790100001300020009000000000,BARBOSA,CR 21 N 7-4 A 200,3003573
050790100001300020009000000000,BARBOSA,CR 21 N 7-4 A 200,3003573
050790100001300020010000000000,BARBOSA,CR 21 N 7-10/12 A 201/202,3003574
050880002000000050067002010001,BELLO,NULL,NULL
050880100080400060012901010002,BELLO,DG 60 N 37-16,3268486
050880100080400110001901010001,BELLO,DG 60A N 36B-20,3299880
050880100090100200011906040492,BELLO,AV 26 N 52-200 SO4 TO1 PA 3118 + CU 88,21359720
050880100080400060006000000000,BELLO,AV 37C N 60A-33 IN 101/201/301/401/9901,3268478
050790100001300020010000000000,BARBOSA,CR 21 N 7-10/12 A 201/202,3003574
050790100001300020012000000000,BARBOSA,CL 7A N 18A-47,3003576
050790100001300020012000000000,BARBOSA,CL 7A N 18A-47,3003576
050790100001300030001000000000,BARBOSA,CR 19A N 7A-05,3003587
050790100001300030002000000000,BARBOSA,CR 19A N 7A-39,3003588
050790100001300030005000000000,BARBOSA,CR 19A N 7A-23/25,3003591
050790100001300030006000000000,BARBOSA,CR 19A N 7A-17/19,3003592
050790100001300030007000000000,BARBOSA,CR 19A N 7A-11,3003593
050790100001300030008000000000,BARBOSA,CR 19A N 7A-05,3003594
050790100001300030010000000000,BARBOSA,CR 21 N 7A-10,3003598
050790100001300030011000000000,BARBOSA,CR 21 N 7A-16,3003599
050790100001300030012000000000,BARBOSA,CR 21 N 7A-22/20/24,3003600
050790100001300030013000000000,BARBOSA,CR 20 N 7A-28/30/32,3003601
050790100001300030014000000000,BARBOSA,CR 24 N 7A-34,3003602
050790100001300030015000000000,BARBOSA,CR 20 N 7A-40 LT,3003603
050790100001300030016000000000,BARBOSA,CR 20 N 7A-46 LT,3003604
050790100001300040001000000000,BARBOSA,CR 19 N 7A-29,3003605
050790100001300040001000000000,BARBOSA,CR 19 N 7A-29,3003605
050790100001300040003000000000,BARBOSA,CR 19 N 7A-17,3003607
050880100090100200011907020473,BELLO,AV 26 N 52-200 TO2 SO2 PA 4209,1446966
050880100090100200011907030266,BELLO,AV 26 N 52-200 TO2 SO3 CU 95,1446759
050790100001300040003000000000,BARBOSA,CR 19 N 7A-17,3003607
050790100001300040004000000000,BARBOSA,CR 19 N 7A-9/11,3003608
050790100001300040004000000000,BARBOSA,CR 19 N 7A-9/11,3003608
050790100001300040005000000000,BARBOSA,CR 19 N 7A-05/07,3003609
050790100001300040005000000000,BARBOSA,CR 19 N 7A-05/07,3003609
050790100001300040006000000000,BARBOSA,CR 19A N 7A-04/06,3003610
050790100001300040006000000000,BARBOSA,CR 19A N 7A-04/06,3003610
050790100001300040007000000000,BARBOSA,CR 19 N 7A-10,3003611
050790100001300040011000000000,BARBOSA,CR 19A N 8-34 LT,3003616
050790100001300040012000000000,BARBOSA,CR 19A N 8-40 LT,3003617
050790100001300040013000000000,BARBOSA,CR 19 N 8-39 LT,3003618
050790100001300040014000000000,BARBOSA,CR 19 N 8-33 LT,3003619
050790100001300060005000000000,BARBOSA,CL 8A N 18-22/20,3003630
050790100001300060008000000000,BARBOSA,CL 8A N 18-42,3003633
050790100001300060010000000000,BARBOSA,CL 8A N 18-54,3003635
050790100001300060011000000000,BARBOSA,CL 19A N 8A-04/06,3003636
050790100001300060014000000000,BARBOSA,CL 9 N 18-51,3003641
050790100001300060017000000000,BARBOSA,CL 9 N° 18-35/37.,21398483
050790100001300060018000000000,BARBOSA,CL 9 N 18-27-31/29/33,3003645
050790100001300060019000000000,BARBOSA,CL 9 N 18-21/23,3003646
050790100001300060021000000000,BARBOSA,CL 9 N 18-09,3003650
050790100001300070001000000000,BARBOSA,CR 19A N 84-57 Y CL 9 A N 19A-09,3003651
050790100001300070002000000000,BARBOSA,CR 19A N 84-51,3003652
050790100001300070003000000000,BARBOSA,CR 19A N 84-45,3003653
050790100001300070004000000000,BARBOSA,CR 19A N 84-39,3003654
050790100001300070008000000000,BARBOSA,CR 19A N 8A-15,3003658
050790100001300070009000000000,BARBOSA,CR 19A N 8A-09,3003659
050790100001300070010000000000,BARBOSA,CR 19A N 8A-03,3003660
050790100001300070013901000002,BARBOSA,CARRERA 21 N 8A 14 A 201,5529222
050790100001300070014000000000,BARBOSA,CR 21 N 8A-22,3003664
050790100001300070016000000000,BARBOSA,CR 21 N 8A-34/32,3003668
050790100001300070018000000000,BARBOSA,CR 21 N 8A-46,3003670
050790100001300070020000000000,BARBOSA,KR 21 N 8A-58/56,3003672
050790100001300080002000000000,BARBOSA,CL 9 N 18A-10/14,3003674
050790100001300080004000000000,BARBOSA,CL 9 N 18A-20/22,3003678
050790100001300080004000000000,BARBOSA,CL 9 N 18A-20/22,3003678
050790100001300080004000000000,BARBOSA,CL 9 N 18A-20/22,3003678
050790100001300080004000000000,BARBOSA,CL 9 N 18A-20/22,3003678
050790100001300080005901000002,BARBOSA,CL 9 N 18A 24 A 201,5584087
050790100001300080008000000000,BARBOSA,CR 19A N 9-16,3003682
050790100001300080009000000000,BARBOSA,CL 9A N 18A-27/29,3003683
050790100001300080009000000000,BARBOSA,CL 9A N 18A-27/29,3003683
050790100001300080009000000000,BARBOSA,CL 9A N 18A-27/29,3003683
050790100001300080009000000000,BARBOSA,CL 9A N 18A-27/29,3003683
050790100001300080009000000000,BARBOSA,CL 9A N 18A-27/29,3003683
050790100001300080010000000000,BARBOSA,CL 9A N 18A-23,3003684
050790100001300080012000000000,BARBOSA,CL 9A N 18A-09,3003686
050790100001300080012000000000,BARBOSA,CL 9A N 18A-09,3003686
050790100001300080012000000000,BARBOSA,CL 9A N 18A-09,3003686
050790100001300080012000000000,BARBOSA,CL 9A N 18A-09,3003686
050790100001300080013000000000,BARBOSA,CR 18A N 9-11,3003687
050790100001300090002000000000,BARBOSA,CR 18 N 09-33,3003690
050790100001300090002000000000,BARBOSA,CR 18 N 09-33,3003690
050790100001300090004000000000,BARBOSA,CR 18 N 09-21/19,3003692
050790100001300090004000000000,BARBOSA,CR 18 N 09-21/19,3003692
050790100001300090005000000000,BARBOSA,CR 18 N 09-15,3003693
050790100001300090005000000000,BARBOSA,CR 18 N 09-15,3003693
050790100001300090007000000000,BARBOSA,CL 9 N 18-06 CR 18 N 09-03,3003695
050880100080500010014901060021,BELLO,AV 31 N 51-95 CU 06057 P 6 TO 1,400162848
050880100080500010014901140008,BELLO,AV 31 N 51-95 AP 1408 P 14 TO 1,400163033
050790100001300090009000000000,BARBOSA,CR 18A N 09-10,3003697
050790100001300090009000000000,BARBOSA,CR 18A N 09-10,3003697
050790100001300090012901010001,BARBOSA,KR 18 N 9-28 A 101,3017212
050790100001300090013000000000,BARBOSA,CR 18A N 09-34,3003705
050790100001300090013000000000,BARBOSA,CR 18A N 09-34,3003705
050790100001300090014000000000,BARBOSA,CR 18A N 09-40,3003706
050790100001300090014000000000,BARBOSA,CR 18A N 09-40,3003706
050790100001300100012000000000,BARBOSA,CL 10 N 18A-15/13/17,3003719
050790100001300100012000000000,BARBOSA,CL 10 N 18A-15/13/17,3003719
050790100001300100012000000000,BARBOSA,CL 10 N 18A-15/13/17,3003719
050790100001300100012000000000,BARBOSA,CL 10 N 18A-15/13/17,3003719
050790100001300100012000000000,BARBOSA,CL 10 N 18A-15/13/17,3003719
050790100001300100012000000000,BARBOSA,CL 10 N 18A-15/13/17,3003719
050790100001300100012000000000,BARBOSA,CL 10 N 18A-15/13/17,3003719
050790100001300110001000000000,BARBOSA,CR 19A N 9A-51,3003721
050790100001300110001000000000,BARBOSA,CR 19A N 9A-51,3003721
050880100080500020003901010086,BELLO,DG 55 N 33-79 AP 1114 PI11 TO1,3269618
050880100090100200025901020312,BELLO,DG 52 N 20-150 PI 2 PA 75,5649677
050880100090100200025901050385,BELLO,DG 52 N 20-150 PI 5 PA 148,5649750
050790100001300110003000000000,BARBOSA,CR 19A N 9A-39,3003725
050790100001300110005000000000,BARBOSA,CR 19A N 9A-27/129,3003727
050790100001300110005000000000,BARBOSA,CR 19A N 9A-27/129,3003727
050790100001300110006000000000,BARBOSA,CR 19A N 9A-21,3003728
050790100001300110006000000000,BARBOSA,CR 19A N 9A-21,3003728
050790100001300110008000000000,BARBOSA,CR 19A N 9A-9,3003730
050790100001300110008000000000,BARBOSA,CR 19A N 9A-9,3003730
050790100001300110010000000000,BARBOSA,CR 21 N 9A-4,3003732
050790100001300110010000000000,BARBOSA,CR 21 N 9A-4,3003732
050790100001300110011000000000,BARBOSA,CR 21 N 9A-10/8,3003733
050790100001300110011000000000,BARBOSA,CR 21 N 9A-10/8,3003733
050790100001300110012000000000,BARBOSA,CR 21 N 9A-16,3003734
050790100001300110012000000000,BARBOSA,CR 21 N 9A-16,3003734
050790100001300110014000000000,BARBOSA,CR 21 N 9A-28/30,3003737
050790100001300110014000000000,BARBOSA,CR 21 N 9A-28/30,3003737
050790100001300110015000000000,BARBOSA,CR 21 N 9A-34,3003738
050790100001300110015000000000,BARBOSA,CR 21 N 9A-34,3003738
050790100001300110016000000000,BARBOSA,CR 21 N 19A-40,3003739
050790100001300110016000000000,BARBOSA,CR 21 N 19A-40,3003739
050790100001300110017000000000,BARBOSA,CR 21 N 9A-46/44,3003740
050790100001300110017000000000,BARBOSA,CR 21 N 9A-46/44,3003740
050790100001300120003000000000,BARBOSA,CL 10A N 19-16/14,3003746
050790100001300120003000000000,BARBOSA,CL 10A N 19-16/14,3003746
050790100001300120007000000000,BARBOSA,CR 21 N 19-40 Y CR 21 N 10A-08,3003751
050790100001300120009000000000,BARBOSA,CL 11 N 19-33,3003753
050790100001300120011000000000,BARBOSA,CL 11 N 19-21,3003755
050790100001300120011000000000,BARBOSA,CL 11 N 19-21,3003755
050790100001300120012000000000,BARBOSA,CL 11 N 19-15,3003756
050790100001300120012000000000,BARBOSA,CL 11 N 19-15,3003756
050790100001300120013901010001,BARBOSA,CL. 11 N 19 09,241857
050790100001300120014000000000,BARBOSA,CL 11 N 19-03,3003758
050790100001300120014000000000,BARBOSA,CL 11 N 19-03,3003758
050790100001300130002000000000,BARBOSA,CR 18A N 10-51,3003761
050790100001300130006000000000,BARBOSA,CR 18A N 10-27,3003765
050790100001300130008000000000,BARBOSA,CR 18A N 10-15,3003767
050790100001300130010000000000,BARBOSA,CR 18A N 10-03,3003769
050790100001300130011000000000,BARBOSA,CR 19 N 10-04,3003770
050790100001300130012000000000,BARBOSA,CR 19 N 10-08,3003771
050790100001300130012000000000,BARBOSA,CR 19 N 10-08,3003771
050790100001300130012000000000,BARBOSA,CR 19 N 10-08,3003771
050790100001300130012000000000,BARBOSA,CR 19 N 10-08,3003771
050790100001300130012000000000,BARBOSA,CR 19 N 10-08,3003771
050790100001300130012000000000,BARBOSA,CR 19 N 10-08,3003771
050790100001300130013000000000,BARBOSA,CR 19 N 10-14,3003772
050790100001300130013000000000,BARBOSA,CR 19 N 10-14,3003772
050790100001300130013000000000,BARBOSA,CR 19 N 10-14,3003772
050790100001300130013000000000,BARBOSA,CR 19 N 10-14,3003772
050790100001300130017000000000,BARBOSA,CR 19 N 10-36/34,3003776
050880100090100200029901260136,BELLO,AV 26 N 52-140 AP 2604,1496686
050790100001300130019901020002,BARBOSA,KR 19 N 10 48 A 201,400015677
050790100001300130019901030003,BARBOSA,KR 19 # 10-48 A 301 DUPLEX,400015678
050790100001300130020000000000,BARBOSA,CL 11 N 18A-15,3003779
050790100001300130021000000000,BARBOSA,CL 11 N 18A-09,3003780
050790100001300140002000000000,BARBOSA,CR 18 N 10-57,3003782
050790100001300140003000000000,BARBOSA,CR 18 N 10-51,3003783
050790100001300140004000000000,BARBOSA,CR 18 N 10-45,3003784
050790100001300140005000000000,BARBOSA,CR 18 N 10-39/33,3003785
050790100001300140005000000000,BARBOSA,CR 18 N 10-39/33,3003785
050790100001300140006000000000,BARBOSA,CR 18 N 10-33,3003786
050790100001300140007000000000,BARBOSA,CR 18 N 10-27,3003787
050790100001300140008000000000,BARBOSA,CR 18 N 10-21/23,3003788
050790100001300140010000000000,BARBOSA,CR 18A N 10-16/18,3003790
050790100001300140014000000000,BARBOSA,CR 18A N 10-40,3003796
050790100001300140014000000000,BARBOSA,CR 18A N 10-40,3003796
050790100001300140014000000000,BARBOSA,CR 18A N 10-40,3003796
050790100001300140015000000000,BARBOSA,CR 18A N 10-46/48,3003797
050790100001300140016000000000,BARBOSA,CR 18A N 10-52,3003798
050790100001300140018000000000,BARBOSA,CL 11 N 18-09 CR 18A N 10-64/68 18-09/05/07,3003800
050790100001300150002000000000,BARBOSA,CR 21 N 11-20 C.A.S.,3004263
050790100001300150002000000000,BARBOSA,CR 21 N 11-20 C.A.S.,3004263
050790100001300150002000000000,BARBOSA,CR 21 N 11-20 C.A.S.,3004263
050790100001300150002000000000,BARBOSA,CR 21 N 11-20 C.A.S.,3004263
050790100001400010001000000000,BARBOSA,CL 13 N 21-23,3003801
050790100001400040005000000000,BARBOSA,CL 12 N 22-28,3003867
050790100001400040005000000000,BARBOSA,CL 12 N 22-28,3003867
050790100001400040005000000000,BARBOSA,CL 12 N 22-28,3003867
050790100001400040005000000000,BARBOSA,CL 12 N 22-28,3003867
050790100001400040005000000000,BARBOSA,CL 12 N 22-28,3003867
050790100001400050001901000009,BARBOSA,CL 13 N 21B 09,21366169
050790100001400080006000000000,BARBOSA,COLKIN,21417056
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050880100090100200029902100451,BELLO,AV 26 N 52-140 PA 01054,1512198
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001400090001000000000,BARBOSA,KR 21 N 23-109,3004615
050790100001500090002000000000,BARBOSA,CR 21 CL 4,21453950
050790100001500100002000000000,BARBOSA,S.D,3004824
050790100001500110004000000000,BARBOSA,CR 21 N 2-12,3015355
050790100001500110004000000000,BARBOSA,CR 21 N 2-12,3015355
050790200000100010005000000000,BARBOSA,CL 10 N 6A-49,3004306
050880100080500040005901010199,BELLO,AV 35 N 55-78 IN 90 CS 83,3270164
050790200000100010005000000000,BARBOSA,CL 10 N 6A-49,3004306
050880100090100200029902260323,BELLO,AV 26 N 52-140 CU 2613,1512070
050790200000100020003000000000,BARBOSA,CR 10 N 9-26,3004310
050790200000100020004000000000,BARBOSA,CL 10 N 9-25,3004311
050790200000100020004000000000,BARBOSA,CL 10 N 9-25,3004311
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020005000000000,BARBOSA,CL 10 N 9-10,3004312
050790200000100020008000000000,BARBOSA,CR 9 N 9-13,3004316
050790200000100020008000000000,BARBOSA,CR 9 N 9-13,3004316
050790200000100020008000000000,BARBOSA,CR 9 N 9-13,3004316
050790200000100020008000000000,BARBOSA,CR 9 N 9-13,3004316
050790200000100020010000000000,BARBOSA,CR 9 N 9-22,3004318
050880100080500050001901020079,BELLO,DG 51 N 35-217 S PI 1,3298649
050790200000100020010000000000,BARBOSA,CR 9 N 9-22,3004318
050790200000100020011000000000,BARBOSA,S.N.,12360844
050790200000100020011000000000,BARBOSA,S.N.,12360844
050790200000100020011000000000,BARBOSA,S.N.,12360844
050790200000100030008000000000,BARBOSA,CL 10 N 10-101 L 103,3004326
050790200000100030008000000000,BARBOSA,CL 10 N 10-101 L 103,3004326
050790200000100030009000000000,BARBOSA,CL 10 N 10-115,3004327
050790200000100030016000000000,BARBOSA,CL 10 N 11-39,3004337
050790200000100030016000000000,BARBOSA,CL 10 N 11-39,3004337
050790200000100030021000000000,BARBOSA,CL 10 N 11-71,3004344
050790200000100030021000000000,BARBOSA,CL 10 N 11-71,3004344
050790200000100030043000000000,BARBOSA,CR 13 N 8-25,3004367
050790200000100030063000000000,BARBOSA,KR 12 N 8-54 (102),3015748
050790200000100030063000000000,BARBOSA,KR 12 N 8-54 (102),3015748
050790200000100030066000000000,BARBOSA,CR 12 N 8-54 (109) LO,3015751
050790200000100030068000000000,BARBOSA,CL 12 N 8-54 (107),3016516
050790200000100030071000000000,BARBOSA,CR 12 N 8-54 (108),3016519
050880100090100200029904010442,BELLO,AV 26 N 52-140 PA 01090 PI 1,400093178
050880100090100200029904010442,BELLO,AV 26 N 52-140 PA 01090 PI 1,400093178
050790200000100030071000000000,BARBOSA,CR 12 N 8-54 (108),3016519
050790200000100030072000000000,BARBOSA,CL 10 N 10-91,3016523
050790200000100030072000000000,BARBOSA,CL 10 N 10-91,3016523
050790200000100030072000000000,BARBOSA,CL 10 N 10-91,3016523
050790200000100030072000000000,BARBOSA,CL 10 N 10-91,3016523
050790200000100030072000000000,BARBOSA,CL 10 N 10-91,3016523
050790200000100030074000000000,BARBOSA,CL 10 N 10-101 (101),3016525
050790200000100030074000000000,BARBOSA,CL 10 N 10-101 (101),3016525
050790200000100030074000000000,BARBOSA,CL 10 N 10-101 (101),3016525
050790200000100030077000000000,BARBOSA,CL 10 N 10-115 (110),3016985
050790200000100030077000000000,BARBOSA,CL 10 N 10-115 (110),3016985
050790200000100030077000000000,BARBOSA,CL 10 N 10-115 (110),3016985
050790200000100030080000000000,BARBOSA,KR 12 N 8-54 IN 103,136725
050790200000100030080000000000,BARBOSA,KR 12 N 8-54 IN 103,136725
050790200000100030084000000000,BARBOSA,S.D.,231683
050790200000100030084000000000,BARBOSA,S.D.,231683
050790200000100030089000000000,BARBOSA,EL HATILLO,12345991
050880100080500060001901010002,BELLO,DG 55 N 32-14 CS 109,3298398
050880100090100200029904090206,BELLO,AV 26 N 52-140 CU 0927 PI 9,400092942
050790200000100030089000000000,BARBOSA,EL HATILLO,12345991
050790200000100040005000000000,BARBOSA,CR 13 N 9-57,3016969
050790200000100040005000000000,BARBOSA,CR 13 N 9-57,3016969
050790200000100050002000000000,BARBOSA,CL 10 N 11-14,3004395
050790200000100050002000000000,BARBOSA,CL 10 N 11-14,3004395
050790200000100050002000000000,BARBOSA,CL 10 N 11-14,3004395
050790200000100050002000000000,BARBOSA,CL 10 N 11-14,3004395
050790200000100050002000000000,BARBOSA,CL 10 N 11-14,3004395
050790200000100050003000000000,BARBOSA,CL 10 N 11-20,3004396
050790200000100050004000000000,BARBOSA,CR 11A N 10-18,3004397
050790200000100050007000000000,BARBOSA,CL 10 N 11A-10/14/18,3004401
050790200000100050010000000000,BARBOSA,CR 11B N 10-26,3004405
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050011000000000,BARBOSA,CR 11B N 10-36,3004406
050790200000100050012000000000,BARBOSA,CR 11B N 10-40,3004409
050790200000100050014000000000,BARBOSA,CR 11B N 10-29,3004413
050790200000100050014000000000,BARBOSA,CR 11B N 10-29,3004413
050790200000100050014000000000,BARBOSA,CR 11B N 10-29,3004413
050790200000100050014000000000,BARBOSA,CR 11B N 10-29,3004413
050790200000100050015000000000,BARBOSA,CR 11B N 10-25,3004414
050790200000100050018000000000,BARBOSA,CL 10 N 11B-32,3004421
050790200000100050018000000000,BARBOSA,CL 10 N 11B-32,3004421
050790200000100050018000000000,BARBOSA,CL 10 N 11B-32,3004421
050790200000100050018000000000,BARBOSA,CL 10 N 11B-32,3004421
050790200000100050019000000000,BARBOSA,CL 10 X CR 12,3004422
050790200000100050019000000000,BARBOSA,CL 10 X CR 12,3004422
050790200000100050020000000000,BARBOSA,CL 10 X CR 12,3004423
050790200000100050020000000000,BARBOSA,CL 10 X CR 12,3004423
050790200000100050020000000000,BARBOSA,CL 10 X CR 12,3004423
050790200000100050020000000000,BARBOSA,CL 10 X CR 12,3004423
050790200000100050020000000000,BARBOSA,CL 10 X CR 12,3004423
050790200000100050020000000000,BARBOSA,CL 10 X CR 12,3004423
050790200000100050020000000000,BARBOSA,CL 10 X CR 12,3004423
050790200000100050021000000000,BARBOSA,CR 11B N 10-40,3004424
050790200000100050022000000000,BARBOSA,CL 10A N 11A-12,3004425
050790200000100050022000000000,BARBOSA,CL 10A N 11A-12,3004425
050790200000100050022000000000,BARBOSA,CL 10A N 11A-12,3004425
050790200000100050022000000000,BARBOSA,CL 10A N 11A-12,3004425
050790200000100050022000000000,BARBOSA,CL 10A N 11A-12,3004425
050790200000100050023000000000,BARBOSA,CL 10A N 11A-04,3004426
050790200000100050026000000000,BARBOSA,CR 11A N 10-21,3016543
050790200000100050026000000000,BARBOSA,CR 11A N 10-21,3016543
050790200000100050026000000000,BARBOSA,CR 11A N 10-21,3016543
050790200000100050026000000000,BARBOSA,CR 11A N 10-21,3016543
050790200000100050026000000000,BARBOSA,CR 11A N 10-21,3016543
050790200000100050026000000000,BARBOSA,CR 11A N 10-21,3016543
050790200000100060001000000000,BARBOSA,CR 10 N 10-65,3004429
050880100080500070001901010302,BELLO,AV 33 N 57-29 CS 171,3299305
050790200000100060003000000000,BARBOSA,CR 10 N 10-49,3004432
050790200000100060007000000000,BARBOSA,CR 10 N 10-39,3004437
050790200000100060009000000000,BARBOSA,CR 10 N 10-19,3004440
050790200000100060009000000000,BARBOSA,CR 10 N 10-19,3004440
050790200000100060009000000000,BARBOSA,CR 10 N 10-19,3004440
050790200000100060009000000000,BARBOSA,CR 10 N 10-19,3004440
050790200000100060010000000000,BARBOSA,CR 10 N 10-13,3004441
050790200000100060012000000000,BARBOSA,CL 10 N 10-34,3004443
050790200000100060012000000000,BARBOSA,CL 10 N 10-34,3004443
050790200000100060013901000002,BARBOSA,CL 10 N 10-48,3004445
050790200000100060014000000000,BARBOSA,CL 10 N 10-62,3004446
050790200000100060014000000000,BARBOSA,CL 10 N 10-62,3004446
050790200000100060014000000000,BARBOSA,CL 10 N 10-62,3004446
050790200000100060014000000000,BARBOSA,CL 10 N 10-62,3004446
050790200000100060016000000000,BARBOSA,CL 10 N 10-86,3004449
050790200000100060016000000000,BARBOSA,CL 10 N 10-86,3004449
050790200000100060017000000000,BARBOSA,CL 10 N 10-92,3004450
050790200000100060018000000000,BARBOSA,CL 10 N 10-44 INT 101,3004451
050790200000100060018000000000,BARBOSA,CL 10 N 10-44 INT 101,3004451
050790200000100070002000000000,BARBOSA,CR 10 N 10-02,3004453
050790200000100070002000000000,BARBOSA,CR 10 N 10-02,3004453
050790200000100070002000000000,BARBOSA,CR 10 N 10-02,3004453
050790200000100070002000000000,BARBOSA,CR 10 N 10-02,3004453
050790200000100070005000000000,BARBOSA,CR 10 N 10-52,3004457
050790200000100070005000000000,BARBOSA,CR 10 N 10-52,3004457
050790200000100070005000000000,BARBOSA,CR 10 N 10-52,3004457
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
