npn,municipio,direccion,ficha
050880100030200020017000000000,BELLO,CR 54A N 45-17,3221812
050880100030200070005901010001,BELLO,KR 58D N 43-24 PI1,3221924
050880100030200070013901010001,BELLO,CR 58C N 43-13,3221940
050880100030200080009901010001,BELLO,CR 59 N 43-48 AP 101,3221958
050880100030200080016901010002,BELLO,CR 58D N 43-55 AP 201,3221973
050880100030200100002901030002,BELLO,CL 43 N 59A-06 PI 3 Y 4 DU AP 301,1026475
050880100051100010001901010024,BELLO,CR 66A N 62-16 CA 201 ET 2,3313055
050880100051100020001901010021,BELLO,CR 66B N 62-14 CA 101 ET 2,3312972
050880100051100020001901010025,BELLO,CR 66B N 62-22 CA 101 ET 2,3312976
050880100051100040001901010004,BELLO,CR 66C N 62-33 CA 201 PI2,3313007
050880100051100040001901010018,BELLO,CL 63 N 66C-31 CA 201 PI2,3313021
050880100051100110004901010002,BELLO,CR 66A N 63-06 AP 201,3326534
050880100051200010006901010004,BELLO,CR 66DD N 56A-15 CA 56 CONJ13,3335061
050880100051200010006901010006,BELLO,CR 66DD N 56A-23 CA 58 CONJ13,3335063
050880100051200010008901010015,BELLO,CR 66DD N 56A-48 CA 41 CONJ14,3335098
050880100051200010008901010026,BELLO,CR 66DD N 56A-02 CA 52 CONJ 14,3335109
050880100051200080002901010002,BELLO,CR 68C N 56A-15 AP 107 CA 78 UR ARALIAS ET II,3304053
050880100051200090001901010007,BELLO,CR 68B N 56A-11 CA 71,3304046
050880100051200090002901010006,BELLO,CR 68B N 56A-59 CA 66,3297432
050880100051200100004901010004,BELLO,KR 68A N 56A-48 CA 58 UR ARALIAS ET II,3297436
050880100051200110001901010006,BELLO,CR 67B N 56A-13 CA 6 UR ARALIAS ET II,3303981
050880100051200110006901010002,BELLO,CL 56B N 67B-43 CA 20 UR ARALIAS ET II,3297464
050880100051200110007901010001,BELLO,CL 56B N 67B-17 CA 07 UR ARALIAS ET II,3298003
050880100051200130003902010119,BELLO,CL 56 N 66BB-51 TORRE 2 AP 807,132044
050880100051200130003905010325,BELLO,CL 56 N 66BB-51  AP 220 TORRE 5 ET. 3,1118295
050880100051200130003905010344,BELLO,CL 56 N 66BB-51  AP 719 TORRE 5 ET. 3,1118314
050880100051200130003905010369,BELLO,CL 56 N 66BB-51  AP 1320 TORRE 5 ET. 3,1118339
050880100051200130003906010413,BELLO,CL 56 N 66BB-51  AP 924 TORRE 6,1118383
050880100051200130003907010022,BELLO,CL 56 N 66BB-51 PARQ 22,131947
050880100051200150020901000060,BELLO,CR 66BB N. 55-51 AP 805 PI 8 T.1,12399571
050880100051200150020902000090,BELLO,CR 66BB N 55-51 PI 12 TO 2 AP 1210,1197430
050880100051200150020902000170,BELLO,CR 66BB N 55-51 PI 22 TO 2 AP 2210,1197510
050880100051200150020902000175,BELLO,CR 66BB N 55-51 PI 22 TO 2 AP 2215,1197515
050880100051200150020903000206,BELLO,CR 66BB N 55-51 PI 1 TO 3 AP 122,1197546
050880100051200150020903000241,BELLO,CR 66BB N 55-51 PI 6 TO 3 AP 617,1197581
050880100051200150020903000248,BELLO,CR 66BB N 55-51 PI 6 TO 3 AP 624,1197588
050880100051200150020903000302,BELLO,CR 66BB N 55-51 PI 13 TO 3 AP 1322,1197642
050880100051200150020903000328,BELLO,CR 66BB N 55-51 PI 16 TO 3 AP 1624,1197668
050880100051200150020904000479,BELLO,CR 66BB N 55-51 PI 10 TO 4 AP 1031,1197819
050880100051200150020904000487,BELLO,CR 66BB N 55-51 PI 11 TO 4 AP 1131,1197827
050880100051200150020904000534,BELLO,CR 66BB N 55-51 PI 17 TO 4 AP 1730,1197874
050880100051200150020905000640,BELLO,CR 66BB N 55-51 PI 5 TO 6 AP 548,1197980
050880100051200150020905000703,BELLO,CR 66BB N 55-51 PI 13 TO 6 AP 1347,1198043
050880100051200150020905000704,BELLO,CR 66BB N 55-51 PI 13 TO 6 AP 1348,1198044
050880100051200150020905000758,BELLO,CR 66BB N 55-51 PI 20 TO 6 AP 2046,1198098
050880100051200150020907000115,BELLO,CR 66BB 55-51 PQ MOTO M77-S1,21420261
050880100051200150020907000203,BELLO,CR 66BB 55-51 PQ 27-P1,21420349
050880100051200150020907000236,BELLO,CR 66BB 55-51 PQ 15-P2,21420382
050880100051200150020907000318,BELLO,CR 66BB 55-51 PQ MOTO M56-P2,21434128
050880100051200150020907000341,BELLO,CR 66BB 55-51 PQ MOTO M79-P2,21434151
050880100051200150020907000347,BELLO,CR 66BB 55-51 PQ MOTO M85-P2,21434157
050880100051200150020907000494,BELLO,CR 66BB 55-51 PQ MOTO M97-P3,21434305
050880100051200150020907000510,BELLO,CR 66BB 55-51 PQ 09-P4,21434321
050880100051200150020907000511,BELLO,CR 66BB 55-51 PQ 10-P4,21434322
050880100051200150020907000527,BELLO,CR 66BB 55-51 PQ 26-P4,21434338
050880100051200150025901000009,BELLO,CL 55 N 67B-160 TO 1 AP 240,1471049
050880100051200150025901000018,BELLO,CL 55 N 67B-160 TO 1 AP 439,1471058
050880100051200150025901000021,BELLO,CL 55 N 67B-160 TO 1 AP 537,1471061
050880100051200150025901000032,BELLO,CL 55 N 67B-160 TO 1 AP 738,1471072
050880100051200150025901000047,BELLO,CL 55 N 67B-160 TO 1 AP 1038,1471087
050880100051200150025901000057,BELLO,CL 55 N 67B-160 TO 1 AP 1238,1471097
050880100051200150025902000002,BELLO,CL 55 N 67B-160 CU 2002,1471106
050880100051200150025902000005,BELLO,CL 55 N 67B-160 CU 2005,1471109
050880100051200150025902000051,BELLO,CL 55 N 67B-160 PQ + CU 4,1471155
050880100051200150025902000101,BELLO,CL 55 N 67B-160 PQ 40,1471205
050880100051200150025902000231,BELLO,CL 55 N 67B-160 PQ 158,1471334
050880100051200150025902000234,BELLO,CL 55 N 67B-160 CU 2079,1471337
050880100051200150025902000349,BELLO,CL 55 N 67B-160 PQ MOTO 55,1471452
050880100051200150025902000498,BELLO,CL 55 N 67B-160 PQ 287,1471601
050880100051200150025902000521,BELLO,CL 55 N 67B-160 PQ 310,1471624
050880100051200150025902000556,BELLO,CL 55 N 67B-160 PQ + CU 335,1424811
050880100051200150025902000560,BELLO,CL 55 N 67B-160 CU 2131,1424815
050880100051200150025902000612,BELLO,CL 55 N 67B-160 PQ 381,1424867
050880100051200150025903000004,BELLO,CL 55 N 67B-160 TO 5 AP 164,1424876
050880100051200150025903000016,BELLO,CL 55 N 67B-160 TO 5 AP 366,1424888
050880100051200150025903000076,BELLO,CL 55 N 67B-160 TO 5 AP 1162,1424948
050880100051200150025903000091,BELLO,CL 55 N 67B-160 TO 5 AP 1361,1424963
050880100051200150025904000005,BELLO,CL 55 N 67B-160 TO 1 AP 204,1425069
050880100051200150025904000028,BELLO,CL 55 N 67B-160 TO 1 AP 703,1425092
050880100051200150025904000043,BELLO,CL 55 N 67B-160 TO 1 AP 1003,1425107
050880100051200150025904000047,BELLO,CL 55 N 67B-160 TO 1 AP 1102,1425111
050880100051200150025905000025,BELLO,CL 55 N 67B-160 TO 2 AP 610,1425164
050880100051200150025906000038,BELLO,CL 55 N 67B-160 TO 3 AP 913,1425252
050880100051200150025906000046,BELLO,CL 55 N 67B-160 TO 3 AP 1111,1425260
050880100051200150025906000072,BELLO,CL 55 N 67B-160 TO 3 AP 1612,1425286
050880100051300020069901010055,BELLO,KR 67B N 56B-30 CA 121,3250371
050880100051300030003901010002,BELLO,CL 56B N 67B-40 IN 104,3298215
050880100051300030009901010008,BELLO,CL 57 N 67B-79 IN 103,3298361
050880100051300030012901010006,BELLO,CL 57 N 67B-19 IN 109,3298388
050880100051300040001901010049,BELLO,CL 57 N 68C-65 AP 109 ETAPA 1,3305196
050880100051300040001901010057,BELLO,CL 57 N 68C-65 AP 309  ETAPA 1,3305204
050880100051300040001902010120,BELLO,CL 57 N 68C-65 AP 218 ETAPA 2,3314741
050880100051300040001903010166,BELLO,CL 57 N 68C-65 AP 128 ETAPA 3,3314787
050880100051300040001903010203,BELLO,CL 57 N 68C-65 AP 529 ETAPA 3,3314824
050880100051300040001903010222,BELLO,CL 57 N 68C-65 AP 336 ETAPA 3,3314843
050880100051300040001904010334,BELLO,CL 57 N 68C-65 AP 538 ETAPA 4,3315233
050880100051300040001904010395,BELLO,CL 57 N 68C-65 PARQ 108  CUBIERTO ETAPA 4,3315316
050880100051300040001905010492,BELLO,CL 57 N 68C-65 PARQ 64 ET 5 UR PEÑA VERDE,3323169
050880100051300040001906010529,BELLO,CL 57 N 68C-65 AP 365 ET 6 UR PEÑA VERDE,3329836
050880100051300040001906010586,BELLO,CL 57 N 68C-65 PARQ 75 ET 6 UR PEÑA VERDE,3326662
050880100051300050001901010024,BELLO,CL 57 N 68C-163 AP 505 ET1,3325941
050880100051300050001901010034,BELLO,CL 57 N 68C-163 AP 705 ET1,3325951
050880100051300050001901010040,BELLO,CL 57 N 68C-163 AP 901 ET1,3325957
050880100051300050001902010170,BELLO,CL 57 N 68C-163 AP 209 ET2,3333358
050880100051300050001902010171,BELLO,CL 57 N 68C-163 AP 210 ET2,3333359
050880100051300050001902010186,BELLO,CL 57 N 68C-163 AP 510 ET2,3333374
050880100051300050001902010198,BELLO,CL 57 N 68C-163 AP 807 ET2,3333386
050880100051300050001902010248,BELLO,CL 57 N 68C-163 AP 1807 ET2,3333436
050880100051300050001903010326,BELLO,CL 57 N 68C-163 AP 114,13198876
050880100051300050001903010348,BELLO,CL 57 N 68C-163 AP 611,13198917
050880100051300050001903010378,BELLO,CL 57 N 68C-163 AP 1211,13198977
050880100051300050001903010390,BELLO,CL 57 N 68C-163 AP 1413,13199001
050880100051300050001903010405,BELLO,CL 57 N 68C-163 AP 1713,13199031
050880100051300050001904010522,BELLO,CL 57 N 68C-163 AP 416,13199261
050880100051300050001904010523,BELLO,CL 57 N 68C-163 AP 417,13199262
050880100051300050001904010559,BELLO,CL 57 N 68C-163 AP 1118,13199298
050880100030300010011000000000,BELLO,LO 8  CESION DE VIAS CL 38A CR 50 CL 40 CR 52,1484305
050880100051300050001904010569,BELLO,CL 57 N 68C-163 AP 1318,13199308
050880100051300050001905010722,BELLO,CL 57 N 68C-163 AP 124 ET. 5,1057778
050880100051300050001905010725,BELLO,CL 57 N 68C-163 AP 222 ET. 5,1090325
050880100051300050001905010729,BELLO,CL 57 N 68C-163 AP 321 ET. 5,1090329
050880100051300050001905010737,BELLO,CL 57 N 68C-163 AP 424 ET. 5,1090337
050880100051300050001905010739,BELLO,CL 57 N 68C-163 AP 521 ET. 5,1090339
050880100051300050001905010743,BELLO,CL 57 N 68C-163 AP 525 ET. 5,1090343
050880100051300050001905010765,BELLO,CL 57 N 68C-163 AP 1022 ET. 5,1090365
050880100051300050001905010768,BELLO,CL 57 N 68C-163 AP 1025 ET. 5,1090368
050880100051300050001905010789,BELLO,CL 57 N 68C-163 AP 1521 ET. 5,1090389
050880100051300050001905010793,BELLO,CL 57 N 68C-163 AP 1525 ET. 5,1090393
050880100051300050001905010794,BELLO,CL 57 N 68C-163 AP 1621 ET. 5,1090394
050880100051300050001905010800,BELLO,CL 57 N 68C-163 AP 1722 ET. 5,1090400
050880100051300050001906010090,BELLO,CL 57 N 68C-163 PARQ. 1 ET 1,3326007
050880100051300050001906010147,BELLO,CL 57 N 68C-163 PARQ. MOTO 24 ET 1,3326064
050880100051300050001906010292,BELLO,CL 57 N 68C-163 PARQ 75 ET2,3333480
050880100051300050001904010560,BELLO,CL 57 N 68C-163 AP 1119,13199299
050880100051300050001906010306,BELLO,CL 57 N 68C-163 CU 10 ET2,3333494
050880100051300050001906010317,BELLO,CL 57 N 68C-163 CU 21 ET2,3333505
050880100051300050001906010413,BELLO,CL 57 N 68C-163 PARQ 80,13199047
050880100051300050001906010421,BELLO,CL 57 N 68C-163 PARQ 88,13199063
050880100051300050001906010422,BELLO,CL 57 N 68C-163 PARQ 89,13199065
050880100051300050001906010439,BELLO,CL 57 N 68C-163 PARQ 106,13199099
050880100051300050001906010443,BELLO,CL 57 N 68C-163 PARQ 110,13199107
050880100051300050001906010483,BELLO,CL 57 N 68C-163 CU 30,13199187
050880100051300050001906010503,BELLO,CL 57 N 68C-163 CU 50,13199227
050880100051300050001906010637,BELLO,CL 57 N 68C-163 PARQ 177,13199377
050880100051300050001906010817,BELLO,CL 57 N 68C-163  ET 5 PQ MO 47,21463375
050880100051300050001906010829,BELLO,CL 57 N 68C-163 ET 5 PQ 270,21463387
050880100051300050001906010832,BELLO,CL 57 N 68C-163 ET 5 PQ 273,21463390
050880100051300050001906010861,BELLO,CL 57 N 68C-163 ET 5 PQ 318,21463438
050880100051300050001906010866,BELLO,CL 57 N 68C-163 ET 5 PQ 323,21463443
050880100051300050003901010080,BELLO,CL 57 N 69-27 PARQ Y CU 80 ET 1 SO 1,3343092
050880100051300050003901010136,BELLO,CL 57 N 69-27 PARQ 20 ET 1  SO 2,3343148
050880100051300050003901010137,BELLO,CL 57 N 69-27 PARQ 21 ET 1  SO 2,3343149
050880100051300050003901010183,BELLO,CL 57 N 69-27 PARQ Y CU 67 ET 1 SO 2,3343195
050880100051300050003901010191,BELLO,CL 57 N 69-27 PARQ 75 ET 1  SO 2,3343203
050880100051300050003901010257,BELLO,CL 57 N 69-27 PARQ Y CU 41 ET 1 SO 3,3343269
050880100051300050003901010264,BELLO,CL 57 N 69-27 PARQ Y CU 48 ET 1 SO 3,3343276
050880100051300050003901010362,BELLO,CL 57 N 69-27 PARQ Y CU 62 ET 2  PI 1,161269
050880100051300050003901010367,BELLO,CL 57 N 69-27 PARQ Y CU 67 ET 2  PI 1,161274
050880100051300050003901010380,BELLO,CL 57 N 69-27 PARQ 80 ET 2  PI 1,161287
050880100051300050003901011183,BELLO,CL 57 N 69-27 PARQ. 21 PI 2,1074491
050880100051300050003901011194,BELLO,CL 57 N 69-27 PARQ. 32 PI 2,1074502
050880100051300050003901011201,BELLO,CL 57 N 69-27 PARQ. 39 PI 2,1074509
050880100051300050003901011229,BELLO,CL 57 N 69-27 PARQ. 75 PI 2,1074537
050880100051300050003901011237,BELLO,CL 57 N 69-27 PARQ. 83 PI 2,1074545
050880100051300050003901011274,BELLO,CL 57 N 69-27 PARQ. 120 PI 2,1074582
050880100051300050003901011346,BELLO,CL 57 N 69-27 PARQ. 23 PI 3,1074654
050880100051300050003901011347,BELLO,CL 57 N 69-27 PARQ. 24 PI 3,1074655
050880100051300050003901011354,BELLO,CL 57 N 69-27 C.U. 31 PI 3,1074662
050880100051300050003901011697,BELLO,CL 57 N 69-27 PARQ. 11 PI 4 ET. 6,1075005
050880100051300050003901011784,BELLO,CL 57 N 69-27 PARQ. MOTO 22 PI 4 ET. 6,1075092
050880100051300050003901011793,BELLO,CL 57 N 69-27 PARQ. MOTO 31 PI 4 ET. 6,1075101
050880100051300050003902010463,BELLO,CL 57 N 69-27 AP 569,13171501
050880100051300050003902010487,BELLO,CL 57 N 69-27 AP 1169,13171525
050880100051300050003902010508,BELLO,CL 57 N 69-27 AP 1670,13171546
050880100051300050003903010537,BELLO,CL 57 N 69-27 AP 767,13171575
050880100051300050003904010602,BELLO,CL 57 N 69-27 AP 764,13171640
050880100051300050003904010632,BELLO,CL 57 N 69-27 AP 1562,13171670
050880100051300050003905010687,BELLO,CL 57 N 69-27 AP 1321,13171725
050880100051300050003906010735,BELLO,CL 57 N 69-27 AP 917,13171773
050880100051300050003907010809,BELLO,CL 57 N 69-27 AP 1115,13171847
050880100051300050003908010836,BELLO,CL 57 N 69-27 AP 202,13171874
050880100051300050003908010892,BELLO,CL 57 N 69-27 AP 1602,13171930
050880100051300050003908010893,BELLO,CL 57 N 69-27 AP 1603,13171931
050880100051300050003909010929,BELLO,CL 57 N 69-27 AP 907,13171967
050880100051300050003909010944,BELLO,CL 57 N 69-27 AP 1306,13171982
050880100051300050003910010992,BELLO,CL 57 N 69-27 AP 910,13172030
050880100051300050003912011124,BELLO,CL 57 N 69-27 AP 838 TORRE 5,1074432
050880100051300050003913011440,BELLO,CL 57 N 69-27 AP 1134 T. 13,1074748
050880100051300050003913011452,BELLO,CL 57 N 69-27 AP 1434 T. 13,1074760
050880100051300050003914011481,BELLO,CL 57 N 69-27 AP 343 T. 4 ET. 6,1074789
050880100051300050003914011528,BELLO,CL 57 N 69-27 AP 1542 T. 4 ET. 6,1074836
050880100051300050003914011541,BELLO,CL 57 N 69-27 AP 1843 T. 4 ET. 6,1074849
050880100051300050003915011594,BELLO,CL 57 N 69-27 AP 1348 T. 14 ET. 6,1074902
050880100051300050003915011603,BELLO,CL 57 N 69-27 AP 1645 T. 14 ET. 6,1074911
050880100051300050003917010004,BELLO,CL 57 N 69-27 ET 7 TO 16 AP 160,5646536
050880100051300050003917010035,BELLO,CL 57 N 69-27 ET 7 TO 16 AP 959,5646567
050880100051300050003917010062,BELLO,CL 57 N 69-27 ET 7 TO 16 AP 1658,5646594
050880100051400010021901010003,BELLO,CL 58 N 56A-186 AS 9906,3247564
050880100051300050001906010827,BELLO,CL 57 N 68C-163 ET 5 PQ 268,21463385
050880100051400010021901010004,BELLO,CL 58 N 56A-186 AS 9908,3247565
050880100051400020016901000001,BELLO,CALLE 58 # 59-108 AP. 101 PI 1,1034145
050880100051400020016901000170,BELLO,CALLE 58 # 59-108 AP. 1806 PI 18,1034314
050880100051400020016901000268,BELLO,CALLE 58 # 59-108 CU. 27 SEM PI 99,1034412
050880100051400020016901000279,BELLO,CALLE 58 # 59-108 CU. 38 SEM PI 99,1034424
050880100051400020016901000280,BELLO,CALLE 58 # 59-108 CU. 39 SEM PI 99,1034425
050880100051400020016901000313,BELLO,CALLE 58 # 59-108 PARQ. 30 PI 1,1034458
050880100051400020016901000350,BELLO,CALLE 58 # 59-108 PARQ. 56 SEM PI 99,1049135
050880100051400040011901010002,BELLO,CR 62A N 58-52 AP 201,3247808
050880100051400050005901000003,BELLO,CL 59 N 58 30 PI3 AP 301,400001330
050880100051400050014901000007,BELLO,CL 60  N°  58 - 27 PI2 APTO 201,1497327
050880100051400060035901010032,BELLO,CR 56A N 59-29 PI 1AP 104,12043292
050880100051400060035901030039,BELLO,CR 56A N 59-29 PI 3 AP 302,12043330
050880100051400070005901010003,BELLO,CL 58 N 62A-40 AP 201 PI2,3292577
050880100051400070082901020002,BELLO,CR 62A 58 87 P1 AP 213,400005151
050880100051400070082901030003,BELLO,CR 62A 58 87 P1 AP 313,400005152
050880100051400070114901020003,BELLO,CR 62A N 58-97 AP 201,13242805
050880100051500030001901010021,BELLO,CR 66B N 65A-06 AP 101,3313634
050880100051500040001901010018,BELLO,CL 66 N 66-38 CA 201 PI2 UR VILLAS DE CONFENALCO,3322303
050880100051500140001901010022,BELLO,CL 67 N 65D 14 PI2 CA201 UR VILLAS DE CONFENALCO,3322383
050880100051500140001901010034,BELLO,CL 67 N 65D-38 CA201 PI2 UR VILLAS DE CONFENALCO,3322395
050880100051600040002901000002,BELLO,CR 69C  N°53-48  PI2  AP 201,12320442
050880100051600040009901000001,BELLO,CL 53 # 69C-03 SÓTANO APTO,5555612
050880100051600050021901000002,BELLO,CR 69B N 53 08 PI 1,5591134
050880100051600050021901000003,BELLO,CR 69B N 53 02 PI2 AP 201,5591135
050880100051600090003901010004,BELLO,CL 53A N 67A-42 AP 301,3305403
050880100060100010039901010003,BELLO,CL 62B N 60-34 AP 301 PI3,3251418
050880100060100010044901030005,BELLO,CR  61  N°62B- 00 PI3 APTO 301,21372276
050880100060100030035901000001,BELLO,KR 61A  N° 62 -07  PI1,12104323
050880100060100030035901000002,BELLO,KR 61A  N° 62 -09 PI2  AP 201 DUPLEX,12104331
050880100060100030035901000003,BELLO,KR 61A  N° 62 -09 PI3 AP 301 DUPLEX,12104335
050880100060100050011901010002,BELLO,CR 63A N 61-118 AP 201 PI 2,3295360
050880100060100050015901010004,BELLO,CL 62 N 63-19 AP 302 PI 3,3251707
050880100060100060025901010002,BELLO,CR 63A N 61-81 AP 201 PI2,3251781
050880100060100090002901000009,BELLO,CR  65  N° 62 - 12 PI4 APTO 401,5695656
050880100060100110004901000002,BELLO,CL 62 N 63-30 PI2 AP 201,3251928
050880100060100110004901000003,BELLO,CR 63AA N 62-14 PI2 AP 201,3251929
050880100060100110004901000005,BELLO,CR 63AA N 62-14 PI3 AP 301,198867
050880100060100110008901000003,BELLO,CR 63AA N 62-34 PI 2 AP 201,3306064
050880100060100110012901000001,BELLO,CL 62A N 63-11 PI 1,3251944
050880100060100130010901010003,BELLO,CR 62 N 62 21 PI3 AP 302,3252011
050880100060100170001901010005,BELLO,CL 62 N 63AA-10 A 302,3292593
050880100060100170002901010002,BELLO,CL 62 N 63AA-28 P2 201,3292595
050880100060100170066901000002,BELLO,CR 64 N 62B 38 AP 201,21480635
050880100060100210016901010002,BELLO,CL 65 N 64-53,3252287
050880100060100210016901010003,BELLO,CL 65 N 64-55,3252288
050880100060100290009901000001,BELLO,KR 63B N 66-06 PI1 AP,12127152
050880100060100290009901000002,BELLO,KR 63B N 66-04 PI2 AP 201,12127180
050880100060100290009901000004,BELLO,KR 63B N 66-04 PI3 AP 301,12127182
050880100060100290017901010002,BELLO,CR 63B N 65-42 AP 201,3252524
050880100060100290021901010003,BELLO,CR 63B N 65-50 AP 301,3314296
050880100060200010037901010029,BELLO,CL 64 N 55B-19 TO1 AP 505 HATO NUEVO,3301665
050880100060200010039901010012,BELLO,CL 64 N 56-21 TO 2 AP 206 HATO NUEVO,3301616
050880100060200070026901000030,BELLO,CL 63 A  N° 60 - 43 PI4 APTO 403,21484693
050880100060200100023901010002,BELLO,CR 59A N 65-56 AP 201,3314395
050880100060200120008901000004,BELLO,CL 66 N 57A-52 PI3 AP 302,12343746
050880100060200120011901010003,BELLO,CR 58 N 66-18 AP 301,3332452
050880100060200130024901020003,BELLO,CL 68 N° 57 - 59 PI2 AP201,12319197
050880100060200130043901010002,BELLO,CR 56 N 66-15,3253269
050880100060200190001901010002,BELLO,CR 57 N 64-10,3253028
050880100060200200010901010002,BELLO,CR 55B N 64-45,3253085
050880100060200270001901000003,BELLO,KR 59 N 64-32 BL10 AP 118,3253297
050880100060200270001907000008,BELLO,KR 59 N 64-32 BL4 AP 359,3253392
050880100060200270001913000007,BELLO,KR 59 N 64-32 BL18 AP 340,3253481
050880100060200270001913000008,BELLO,KR 59 N 64-32 BL18 AP 341,3253482
050880100060200270001916000014,BELLO,KR 59 N 64-32 BL15 AP 535,3253532
050880100060200270001917000005,BELLO,KR 59 N 64-32 BL14 AP 229,3253538
050880100060200270001918000007,BELLO,KR 59 N 64-32 BL13 AP 325,3253555
050880100060300060011901020007,BELLO,CR 58 N 68 - 52 PI2 AP 204,12325353
050880100060300060011901050020,BELLO,CR 58 N 68 - 52 PI5 AP 504,12325500
050880100060300060015901010007,BELLO,CL 69 N 57A-45 PI 3 AP 301,3332471
050880100060400060015901010002,BELLO,CR 60 N 67-37 AP 201 PI2,3307667
050880100060400080006901010001,BELLO,CL 68  N° 59 - 42  PI1,21420137
050880100060400080006901020002,BELLO,CL 68  N° 59 - 42 PI2 APTO 201,21420139
050880100060400090028901020002,BELLO,CL 70 N 59-43 P 2,165777
050880100060400120009901000002,BELLO,CL 70 N  59 - 50 PI1 AP 102,12089031
050880100060400120009901000003,BELLO,CL 70 N  59 - 50 PI2 AP 201,12089033
050880100060400120009901000005,BELLO,CL 70 N  59 - 50 PI3 AP 302,1581298
050880100060400150008901000004,BELLO,CL 71  N° 59 - 54 PI3 AP 301,12089611
050880100060400150008901000005,BELLO,CL 71  N° 59 - 54 PI3 AP 302,12104277
050880100060400150008901000006,BELLO,CL 71  N° 59 - 54 PI4 AP 401,12104280
050880100060400160013901010002,BELLO,CL 73 N 59-99 AP 201 PI2,3313274
050880100060400180012901010003,BELLO,CR 61 N 71-71 AP 301,3307707
050880100060500020019901000001,BELLO,CR 64 N° 65 - 67 PI1 LOCAL,1517571
050880100060500020019901000002,BELLO,CR 64 N° 65 - 65 PI1 GARAJE,21465690
050880100060500020019901000003,BELLO,CL 66 N° 64 - 13 PI1 APTO,21499672
050880100060500020019901000005,BELLO,CL 66 N° 64 - 15 PI2 APTO 201,1517592
050880100060500020019901000006,BELLO,CL 66 N° 64 - 15  PI2  APTO  202,1517594
050880100060500030009901010019,BELLO,CL 65 N 65-71 CA 18A,3264313
050880100060500030009901010031,BELLO,CL 65 N 65-39 CA 14A,3264337
050880100060500030009901010052,BELLO,CL 65 N 65-71 PARQ 18A,3264317
050880100060500030009901010064,BELLO,CL 65 N 65-39 PARQ 14A,3264341
050880100060500040002901010004,BELLO,CL 65 N 65-18 AP 302 PI 3,3307976
050880100060500040006901020164,BELLO,CL 65 N. 65-45 PI 2 APARTAESTUDIO 208,12387954
050880100060500040006901060168,BELLO,CL 65 N. 65-45 PI 6 APARTAESTUDIO 608,12387958
050880100060500040006901070109,BELLO,CL 65 N 65-42 PI 7 APARTAESTUDIO 705,12387898
050880100060500040006901080110,BELLO,CL 65 N. 65-45 PI 8 APARTAESTUDIO 805,12387899
050880100060500090002901030011,BELLO,CR 65 N 68 - 11 PI 4 Y PI 5 VIVIENDA DUPLEX APTO 403,12364984
050880100060500150010901010002,BELLO,CR 62C N 69B- 65,3264068
050880100060500180016901010003,BELLO,CR 63B N 69B-08 PI2 Y PI3 AP,3300197
050880100060500180018901030009,BELLO,CR 63A N 69B-45 PI 3 APT 301,13261601
050880100060500220001901010005,BELLO,CR 65 N 62A-17 CA 2B,3264233
050880100060500230007901000024,BELLO,CR 65A N 66-40 TO 1 AP 308,3329990
050880100060500230007901000092,BELLO,CR 65A N 66-40 TO 1 AP 1204,3330058
050880100030300010017905020422,BELLO,CL 39 N 52-95 TO 5 PA VH 02132  2,400137072
050880100060500230007901000128,BELLO,CR 65A N 66-40 TO 2 AP 116,3330094
050880100060500230007901000216,BELLO,CR 65A N 66-40 TO 2 AP 1216,3330182
050880100060500230007901000247,BELLO,CR 65A N 66-40 GJ 07 ET 1,3330213
050880100060500230007901000267,BELLO,CR 65A N 66-40 GJ 27 ET 1,3330233
050880100060500230007901000284,BELLO,CR 65A N 66-40 GJM 12 ET 1,3330250
050880100060500230008901000026,BELLO,CR 65A N 68-44 TO 3 AP 402,3330280
050880100060500230008901000096,BELLO,CR 65A N 68-44 TO 3 AP 1208,3330350
050880100060500230008901000104,BELLO,CR 65A N 68-44 TO 3 AP 1308,3330358
050880100060500230008901000157,BELLO,CR 65A N 68-44 TO 4 AP 513,3330411
050880100060500230008901000161,BELLO,CR 65A N 68-44 TO 4 AP 609,3330415
050880100060500230008901000180,BELLO,CR 65A N 68-44 TO 4 AP 812,3330434
050880100060500230008901000193,BELLO,CR 65A N 68-44 TO 4 AP 1009,3330447
050880100060500230008901000214,BELLO,CR 65A N 68-44 TO 4 AP 1214,3330468
050880100060500230008901000234,BELLO,CR 65A N 68-44 TO 4 AP 1510,3330488
050880100060500230008901000244,BELLO,CR 65A N 68-44 GJ 04 ET 2,3330498
050880100060500230009901010023,BELLO,CR 65A N 69-44 TO 5 AP 307,3330565
050880100060500230009901010055,BELLO,CR 65A N 69-44 TO 5 AP 707,3330597
050880100060500230009901010067,BELLO,CR 65A N 69-44 TO 5 AP 903,3330609
050880100060500230009901010098,BELLO,CR 65A N 69-44 TO 5 AP 1302,3330640
050880100060500230009901010112,BELLO,CR 65A N 69-44 TO 5 AP 1408,3330654
050880100060500230009901010134,BELLO,CR 65A N 69-44 TO 6 AP 214,3330676
050880100060500230009901010190,BELLO,CR 65A N 69-44 TO 6 AP 914,3330732
050880100060500230009901010221,BELLO,CR 65A N 69-44 TO 6 AP 1313,3330763
050880100060500230009901010249,BELLO,CR 65A N 69-44 GJ 09 ET 3,3330791
050880100060500230009901010266,BELLO,CR 65A N 69-44 GJ 26 ET 3,3330808
